姓名 | 出场 | 时间 | 投篮命中 | 投篮出手 | 投篮命中率 | 三分命中 | 三分出手 | 三分命中率 | 罚球命中 | 罚球出手 | 罚球命中率 | 篮板 | 助攻 | 抢断 | 盖帽 | 失误 | 犯规 | 得分
ZachRandolph | 59 | 25.4 | 6.1 | 12.9 | 0.473 | 0.9 | 2.5 | 0.345 | 1.4 | 1.8 | 0.785 | 6.7 | 2.2 | 0.71 | 0.17 | 1.97 | 2.02 | 14.6
BogdanBogdanovic | 79 | 27.7 | 4.5 | 10.0 | 0.44799999999999995 | 1.7 | 4.3 | 0.39799999999999996 | 1.3 | 1.5 | 0.835 | 2.9 | 3.3 | 0.92 | 0.20 | 1.62 | 2.19 | 11.9
DeAaronFox | 74 | 27.4 | 4.5 | 10.9 | 0.41100000000000003 | 0.6 | 2.1 | 0.303 | 1.9 | 2.6 | 0.723 | 2.8 | 4.4 | 0.95 | 0.27 | 2.36 | 2.20 | 11.5
WillieCauleyStein | 73 | 27.9 | 5.3 | 10.6 | 0.503 | 0.0 | 0.2 | 0.231 | 2.1 | 3.4 | 0.619 | 7.0 | 2.4 | 1.07 | 0.90 | 1.49 | 2.53 | 12.8
BuddyHield | 81 | 25.2 | 5.3 | 11.8 | 0.44799999999999995 | 2.2 | 5.2 | 0.43 | 0.9 | 1 | 0.877 | 3.8 | 2.0 | 1.09 | 0.27 | 1.56 | 1.86 | 13.7
JustinJackson | 51 | 23.5 | 2.8 | 6.1 | 0.455 | 0.8 | 2.7 | 0.302 | 0.4 | 0.5 | 0.769 | 3.1 | 1.3 | 0.49 | 0.22 | 0.53 | 1.27 | 6.8
HarryGilesIII | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
SkalLabissiere | 60 | 21.1 | 3.4 | 7.6 | 0.44799999999999995 | 0.3 | 0.8 | 0.353 | 1.6 | 2.0 | 0.805 | 4.8 | 1.2 | 0.42 | 0.82 | 1.22 | 2.20 | 8.7
FrankMason | 52 | 18.8 | 2.8 | 7.3 | 0.37799999999999995 | 0.6 | 1.7 | 0.36 | 1.8 | 2.2 | 0.8170000000000001 | 2.5 | 2.8 | 0.65 | 0.19 | 1.25 | 1.38 | 7.9
JackCooley | 7 | 12.3 | 1.9 | 3.9 | 0.48100000000000004 | 0 | 0 | 0.0 | 2.0 | 2.7 | 0.737 | 4.3 | 0.9 | 0.14 | 0 | 0.43 | 1.86 | 5.7
JaKarrSampson | 22 | 15.6 | 2.0 | 3.7 | 0.5429999999999999 | 0.2 | 0.5 | 0.5 | 0.5 | 0.7 | 0.625 | 3.5 | 0.4 | 0.36 | 1 | 0.36 | 2.18 | 4.7
MarvinBagley | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
KentBazemore | 65 | 27.4 | 4.4 | 10.4 | 0.42 | 1.7 | 4.2 | 0.39399999999999996 | 2.5 | 3.1 | 0.7959999999999999 | 3.8 | 3.5 | 1.54 | 0.69 | 2.42 | 2.26 | 12.9
DennisSchroder | 67 | 30.9 | 7.5 | 17.1 | 0.43700000000000006 | 1.1 | 3.9 | 0.29 | 3.4 | 4.0 | 0.8490000000000001 | 3.1 | 6.2 | 1.09 | 0.09 | 2.73 | 2.19 | 19.4
MilesPlumlee | 55 | 16.7 | 1.9 | 3.3 | 0.583 | 0 | 0 | 0.0 | 0.5 | 1.1 | 0.45 | 4.1 | 0.8 | 0.31 | 0.55 | 1.15 | 1.44 | 4.3
DewayneDedmon | 62 | 24.7 | 4.0 | 7.7 | 0.524 | 0.8 | 2.3 | 0.355 | 1.1 | 1.4 | 0.779 | 7.9 | 1.5 | 0.65 | 0.82 | 1.39 | 2.61 | 10.0
MikeMuscala | 53 | 19.9 | 2.7 | 5.9 | 0.457 | 1.2 | 3.2 | 0.371 | 1.1 | 1.2 | 0.919 | 4.3 | 1.0 | 0.58 | 0.51 | 0.79 | 1.51 | 7.6
TaureanPrince | 83 | 29.8 | 5.0 | 11.8 | 0.426 | 2.1 | 5.5 | 0.387 | 1.8 | 2.2 | 0.8440000000000001 | 4.7 | 2.6 | 1.04 | 0.51 | 2.31 | 2.05 | 14.0
JohnCollins | 75 | 24.0 | 4.3 | 7.4 | 0.5760000000000001 | 0.2 | 0.6 | 0.34 | 1.8 | 2.5 | 0.713 | 7.3 | 1.3 | 0.65 | 1.08 | 1.44 | 2.91 | 10.5
DeAndreBembry | 26 | 17.4 | 2.0 | 4.9 | 0.41700000000000004 | 0.4 | 1.2 | 0.36700000000000005 | 0.7 | 1.3 | 0.5760000000000001 | 2.8 | 1.9 | 0.81 | 0.46 | 1.81 | 1.46 | 5.2
TylerDorsey | 56 | 17.4 | 2.6 | 6.9 | 0.375 | 1.3 | 3.6 | 0.36 | 0.8 | 1.1 | 0.7140000000000001 | 2.3 | 1.4 | 0.29 | 0.09 | 0.64 | 1.12 | 7.2
AndrewWhiteIII | 15 | 13.9 | 1.7 | 4.9 | 0.342 | 1.2 | 3.3 | 0.36700000000000005 | 0.1 | 0.3 | 0.25 | 2.3 | 0.4 | 0.20 | 0.07 | 0.53 | 0.80 | 4.6
JaylenMorris | 6 | 16.7 | 2.2 | 5.2 | 0.419 | 0.3 | 1.5 | 0.222 | 0 | 0 | 0.0 | 2.7 | 1.2 | 0.33 | 0.17 | 1 | 0.33 | 4.7
JaylenAdams | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
KevinHuerter | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
TraeYoung | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
JeremyEvans | 1 | 5.0 | 1 | 1 | 1.0 | 0 | 0 | 0.0 | 0 | 0 | 0.0 | 1 | 0 | 0 | 0 | 1 | 1 | 2.0
AntoniusCleveland | 17 | 7.1 | 0.5 | 1.2 | 0.381 | 0.2 | 0.2 | 0.75 | 0.2 | 0.4 | 0.667 | 0.8 | 0.1 | 0.41 | 0.29 | 0.41 | 1.35 | 1.4
OmariSpellman | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
AllenCrabbe | 75 | 29.2 | 4.5 | 11.0 | 0.40700000000000003 | 2.7 | 7.1 | 0.37799999999999995 | 1.5 | 1.8 | 0.852 | 4.3 | 1.6 | 0.63 | 0.48 | 1.03 | 2.24 | 13.2
DeMarreCarroll | 73 | 29.8 | 4.5 | 10.8 | 0.413 | 2.0 | 5.4 | 0.37 | 2.6 | 3.4 | 0.764 | 6.5 | 2.0 | 0.82 | 0.41 | 1.41 | 2.26 | 13.5
JeremyLin | 1 | 25.0 | 5.0 | 12.0 | 0.41700000000000004 | 1 | 2.0 | 0.5 | 7.0 | 7.0 | 1.0 | 0 | 4.0 | 0 | 0 | 3.00 | 3.00 | 18.0
DAngeloRussell | 48 | 25.6 | 5.8 | 14.0 | 0.415 | 1.9 | 5.8 | 0.324 | 2.0 | 2.7 | 0.74 | 3.9 | 5.2 | 0.75 | 0.35 | 3.06 | 1.94 | 15.5
JarrettAllen | 72 | 19.9 | 3.2 | 5.5 | 0.589 | 0.1 | 0.2 | 0.33299999999999996 | 1.6 | 2.0 | 0.7759999999999999 | 5.4 | 0.7 | 0.39 | 1.24 | 1.14 | 2.04 | 8.2
CarisLeVert | 71 | 26.1 | 4.5 | 10.4 | 0.435 | 1.2 | 3.5 | 0.34700000000000003 | 1.9 | 2.6 | 0.711 | 3.7 | 4.2 | 1.15 | 0.31 | 2.15 | 2.24 | 12.1
SpencerDinwiddie | 80 | 28.7 | 4.0 | 10.5 | 0.387 | 1.8 | 5.4 | 0.326 | 2.7 | 3.4 | 0.813 | 3.2 | 6.5 | 0.85 | 0.30 | 1.61 | 2.33 | 12.6
RondaeHollisJefferson | 68 | 28.1 | 5.0 | 10.6 | 0.47200000000000003 | 0.2 | 0.8 | 0.24100000000000002 | 3.7 | 4.6 | 0.7879999999999999 | 6.8 | 2.4 | 0.97 | 0.71 | 1.79 | 2.13 | 13.9
IsaiahWhitehead | 16 | 11.2 | 2.5 | 5.4 | 0.46 | 0.4 | 1.1 | 0.389 | 0.8 | 1.2 | 0.684 | 1.6 | 1.2 | 0.50 | 0.12 | 1.50 | 1.44 | 6.2
MiltonDoyle | 10 | 12.0 | 1.3 | 4.7 | 0.27699999999999997 | 0.4 | 2.3 | 0.174 | 0.4 | 0.8 | 0.5 | 1.8 | 1 | 0.60 | 0.20 | 0.20 | 1.30 | 3.4
JamesWebbIII | 10 | 12.0 | 0.6 | 2.4 | 0.25 | 0.4 | 1.9 | 0.21100000000000002 | 0 | 0 | 0.0 | 2.4 | 0.4 | 0.10 | 0 | 0.40 | 1 | 1.6
JoeHarris | 78 | 25.2 | 3.9 | 8.0 | 0.49 | 1.9 | 4.6 | 0.419 | 1.1 | 1.3 | 0.8270000000000001 | 3.3 | 1.6 | 0.45 | 0.26 | 1.18 | 1.96 | 10.8
EdDavis | 78 | 18.7 | 2.2 | 3.7 | 0.5820000000000001 | 0 | 0.0 | 0.0 | 0.9 | 1.4 | 0.667 | 7.4 | 0.5 | 0.40 | 0.68 | 0.85 | 2.41 | 5.3
DzananMusa | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
RodionsKurucs | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
HassanWhiteside | 54 | 25.2 | 5.8 | 10.7 | 0.54 | 0.0 | 0.0 | 1.0 | 2.4 | 3.4 | 0.703 | 11.4 | 1 | 0.72 | 1.74 | 1.72 | 2.43 | 14.0
GoranDragic | 76 | 31.4 | 6.4 | 14.2 | 0.45 | 1.5 | 4.0 | 0.369 | 2.9 | 3.6 | 0.8009999999999999 | 4.1 | 4.7 | 0.83 | 0.16 | 2.20 | 2.39 | 17.1
JamesJohnson | 73 | 26.5 | 4.2 | 8.4 | 0.503 | 0.8 | 2.5 | 0.308 | 1.5 | 2.2 | 0.698 | 4.9 | 3.8 | 0.96 | 0.71 | 1.96 | 2.63 | 10.8
DionWaiters | 30 | 30.4 | 5.4 | 13.7 | 0.39799999999999996 | 1.7 | 5.7 | 0.306 | 1.7 | 2.3 | 0.7390000000000001 | 2.6 | 3.8 | 0.73 | 0.30 | 2.33 | 2.03 | 14.3
KellyOlynyk | 76 | 23.3 | 4.2 | 8.4 | 0.49700000000000005 | 1.4 | 3.7 | 0.379 | 1.8 | 2.3 | 0.77 | 5.7 | 2.7 | 0.82 | 0.46 | 1.95 | 2.92 | 11.5
TylerJohnson | 72 | 28.4 | 4.3 | 9.9 | 0.435 | 1.7 | 4.5 | 0.36700000000000005 | 1.5 | 1.8 | 0.8220000000000001 | 3.4 | 2.3 | 0.83 | 0.47 | 1.12 | 2.06 | 11.7
JustiseWinslow | 68 | 24.6 | 3.0 | 7.2 | 0.425 | 0.7 | 1.9 | 0.377 | 1.0 | 1.5 | 0.635 | 5.4 | 2.2 | 0.78 | 0.49 | 1.13 | 2.06 | 7.8
BamAdebayo | 69 | 19.8 | 2.5 | 4.9 | 0.512 | 0 | 0.1 | 0.0 | 1.9 | 2.6 | 0.721 | 5.5 | 1.5 | 0.46 | 0.61 | 0.97 | 2.00 | 6.9
JoshRichardson | 81 | 33.1 | 4.9 | 10.9 | 0.451 | 1.6 | 4.1 | 0.37799999999999995 | 1.5 | 1.8 | 0.845 | 3.5 | 2.9 | 1.51 | 0.91 | 1.70 | 2.46 | 12.9
JordanMickey | 23 | 12.4 | 1.7 | 3.6 | 0.47600000000000003 | 0.1 | 0.7 | 0.125 | 0.6 | 0.8 | 0.684 | 3.5 | 0.4 | 0.26 | 0.43 | 0.78 | 1.57 | 4.0
RodneyMcGruder | 18 | 16.7 | 2.0 | 4.1 | 0.493 | 0.8 | 1.9 | 0.429 | 0.2 | 0.4 | 0.5 | 1.8 | 0.9 | 0.44 | 0.17 | 0.22 | 1.17 | 5.1
DerrickJonesJr | 20 | 12.2 | 1.1 | 2.6 | 0.396 | 0.1 | 0.9 | 0.16699999999999998 | 0.8 | 1.2 | 0.667 | 1.9 | 0.4 | 0.20 | 0.65 | 0.35 | 1.20 | 3.0
DerrickWaltonJr | 16 | 9.1 | 0.5 | 1.6 | 0.32 | 0.4 | 1.1 | 0.41200000000000003 | 0.4 | 0.4 | 1.0 | 1 | 1 | 0.44 | 0.19 | 0.12 | 0.44 | 1.8
DuncanRobinson | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
EvanFournier | 57 | 32.0 | 6.5 | 14.1 | 0.45899999999999996 | 2.2 | 5.9 | 0.379 | 2.6 | 3.0 | 0.867 | 3.1 | 2.9 | 0.82 | 0.28 | 1.67 | 2.42 | 17.8
TimofeyMozgov | 31 | 11.2 | 1.7 | 3.0 | 0.5589999999999999 | 0.1 | 0.6 | 0.222 | 0.7 | 1.0 | 0.767 | 3.2 | 0.4 | 0.16 | 0.42 | 1.06 | 1.26 | 4.2
NikolaVucevic | 57 | 29.4 | 7.0 | 14.7 | 0.475 | 1.1 | 3.6 | 0.314 | 1.4 | 1.6 | 0.8190000000000001 | 9.2 | 3.4 | 0.98 | 1.11 | 1.93 | 2.53 | 16.5
TerrenceRoss | 24 | 24.7 | 3.2 | 8.0 | 0.39799999999999996 | 1.2 | 3.9 | 0.32299999999999995 | 1.1 | 1.5 | 0.75 | 3.0 | 1.6 | 1.12 | 0.50 | 1.21 | 1.88 | 8.7
DJDJAugustin | 75 | 23.4 | 3.3 | 7.2 | 0.45299999999999996 | 1.5 | 3.6 | 0.419 | 2.2 | 2.5 | 0.868 | 2.1 | 3.8 | 0.71 | 0 | 1.63 | 1.25 | 10.2
JonathonSimmons | 69 | 29.3 | 5.1 | 11.0 | 0.465 | 1 | 3.0 | 0.33799999999999997 | 2.7 | 3.5 | 0.768 | 3.5 | 2.5 | 0.83 | 0.25 | 2.12 | 2.54 | 13.9
AaronGordon | 58 | 32.9 | 6.5 | 14.9 | 0.434 | 2.0 | 5.9 | 0.336 | 2.7 | 3.9 | 0.698 | 7.9 | 2.3 | 1 | 0.78 | 1.84 | 1.91 | 17.6
JonathanIsaac | 27 | 19.7 | 2.0 | 5.3 | 0.382 | 0.6 | 1.7 | 0.348 | 0.7 | 0.9 | 0.76 | 3.7 | 0.7 | 1.22 | 1.07 | 1 | 1.78 | 5.4
JerianGrant | 74 | 22.7 | 2.8 | 6.8 | 0.415 | 0.8 | 2.5 | 0.324 | 1.9 | 2.5 | 0.745 | 2.4 | 4.6 | 0.84 | 0.11 | 1.20 | 1.78 | 8.4
WesIwundu | 62 | 16.4 | 1.5 | 3.5 | 0.42700000000000005 | 0.1 | 0.7 | 0.196 | 0.5 | 0.8 | 0.723 | 2.2 | 0.9 | 0.53 | 0.19 | 0.48 | 1.31 | 3.7
KhemBirch | 42 | 13.8 | 1.6 | 3.0 | 0.54 | 0 | 0 | 0.0 | 1 | 1.5 | 0.6890000000000001 | 4.3 | 0.8 | 0.36 | 0.50 | 0.50 | 1.33 | 4.2
RodneyPurvis | 16 | 18.2 | 2.2 | 6.7 | 0.327 | 0.8 | 3.2 | 0.25 | 0.8 | 0.9 | 0.867 | 1.7 | 1.1 | 0.19 | 0.19 | 0.62 | 1.62 | 6.0
TroyCaupain | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
IsaiahBriscoe | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
MohamedBamba | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
MelvinFrazier | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
JustinJackson | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
JeffTeague | 70 | 32.9 | 5.1 | 11.3 | 0.446 | 1.2 | 3.3 | 0.368 | 2.9 | 3.4 | 0.845 | 3.0 | 7.0 | 1.46 | 0.31 | 2.53 | 2.44 | 14.2
JimmyButler | 59 | 36.5 | 7.4 | 15.6 | 0.474 | 1.2 | 3.4 | 0.35 | 6.2 | 7.2 | 0.8540000000000001 | 5.3 | 4.9 | 1.98 | 0.41 | 1.83 | 1.32 | 22.2
GorguiDieng | 79 | 16.8 | 2.4 | 4.9 | 0.479 | 0.2 | 0.8 | 0.311 | 1 | 1.3 | 0.775 | 4.5 | 0.9 | 0.57 | 0.49 | 0.75 | 1.86 | 5.9
TajGibson | 82 | 33.1 | 5.2 | 9.0 | 0.5770000000000001 | 0.1 | 0.4 | 0.2 | 1.7 | 2.3 | 0.768 | 7.1 | 1.2 | 0.76 | 0.71 | 1.09 | 2.66 | 12.2
AndrewWiggins | 82 | 36.3 | 6.9 | 15.9 | 0.43799999999999994 | 1.4 | 4.1 | 0.331 | 2.5 | 3.8 | 0.643 | 4.4 | 2.0 | 1.11 | 0.63 | 1.68 | 1.99 | 17.7
KarlAnthonyTowns | 83 | 35.3 | 7.8 | 14.2 | 0.547 | 1.5 | 3.5 | 0.419 | 4.2 | 4.9 | 0.8590000000000001 | 12.3 | 2.4 | 0.77 | 1.40 | 1.94 | 3.45 | 21.2
JustinPatton | 1 | 4.0 | 1 | 2.0 | 0.5 | 0 | 0 | 0.0 | 0 | 0 | 0.0 | 0 | 0 | 1 | 0 | 0 | 1 | 2.0
TyusJones | 82 | 17.8 | 1.8 | 4.0 | 0.457 | 0.5 | 1.6 | 0.349 | 0.9 | 1.0 | 0.877 | 1.6 | 2.8 | 1.16 | 0.06 | 0.72 | 1.34 | 5.1
AnthonyBrown | 1 | 4.0 | 1 | 1 | 1.0 | 1 | 1 | 1.0 | 0 | 0 | 0.0 | 0 | 1 | 0 | 0 | 0 | 0 | 3.0
AmileJefferson | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
JaredTerrell | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
AnthonyTolliver | 79 | 22.2 | 2.8 | 6.0 | 0.46399999999999997 | 2.0 | 4.6 | 0.436 | 1.3 | 1.7 | 0.797 | 3.1 | 1.1 | 0.41 | 0.27 | 0.72 | 1.82 | 8.9
KeitaBatesDiop | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
DerrickRose | 25 | 16.6 | 3.2 | 7.4 | 0.435 | 0.3 | 1.2 | 0.233 | 1.6 | 1.8 | 0.87 | 1.4 | 1.5 | 0.28 | 0.16 | 1.40 | 0.64 | 8.4
JoshOkogie | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
PaulMillsap | 38 | 29.9 | 5.3 | 11.5 | 0.46299999999999997 | 1.0 | 3.0 | 0.345 | 2.9 | 4.2 | 0.696 | 6.4 | 2.7 | 1.03 | 1.16 | 1.92 | 2.61 | 14.6
MasonPlumlee | 74 | 19.3 | 3.0 | 5.0 | 0.601 | 0 | 0.0 | 0.0 | 1.1 | 2.4 | 0.45799999999999996 | 5.4 | 1.9 | 0.66 | 1.08 | 1.42 | 2.49 | 7.1
KennethFaried | 32 | 14.1 | 2.4 | 4.6 | 0.514 | 0 | 0.0 | 0.0 | 1.1 | 1.6 | 0.706 | 4.8 | 0.6 | 0.38 | 0.41 | 0.72 | 1.59 | 5.9
DarrellArthur | 19 | 7.4 | 1.2 | 2.5 | 0.46799999999999997 | 0.4 | 1.2 | 0.348 | 0.1 | 0.2 | 0.667 | 0.8 | 0.5 | 0.42 | 0.16 | 0.79 | 1.16 | 2.8
JamalMurray | 82 | 31.5 | 5.9 | 13.1 | 0.45299999999999996 | 2.0 | 5.4 | 0.38 | 2.8 | 3.1 | 0.9059999999999999 | 3.7 | 3.4 | 0.99 | 0.35 | 2.12 | 2.12 | 16.7
GaryHarris | 67 | 34.2 | 6.6 | 13.6 | 0.485 | 2.3 | 5.9 | 0.396 | 2.0 | 2.4 | 0.8270000000000001 | 2.6 | 2.9 | 1.84 | 0.22 | 1.76 | 1.78 | 17.5
TreyLyles | 73 | 19.0 | 3.7 | 7.5 | 0.491 | 1.1 | 3.0 | 0.381 | 1.4 | 2.0 | 0.706 | 4.7 | 1.2 | 0.41 | 0.47 | 0.84 | 1.52 | 9.9
JuanchoHernangomez | 25 | 11.0 | 1.2 | 3.0 | 0.387 | 0.6 | 2.0 | 0.28 | 0.4 | 0.5 | 0.833 | 2.2 | 0.5 | 0.24 | 0.12 | 0.36 | 1 | 3.3
MalikBeasley | 62 | 9.4 | 1.2 | 2.9 | 0.41 | 0.5 | 1.3 | 0.341 | 0.4 | 0.5 | 0.667 | 1.1 | 0.5 | 0.24 | 0.11 | 0.39 | 0.58 | 3.2
TylerLydon | 1 | 2.0 | 0 | 0 | 0.0 | 0 | 0 | 0.0 | 0 | 0 | 0.0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
NikolaJokic | 75 | 32.4 | 6.7 | 13.4 | 0.5 | 1.5 | 3.7 | 0.396 | 3.5 | 4.2 | 0.85 | 10.7 | 6.1 | 1.20 | 0.81 | 2.81 | 2.83 | 18.5
TorreyCraig | 39 | 16.1 | 1.6 | 3.5 | 0.45299999999999996 | 0.4 | 1.5 | 0.293 | 0.6 | 0.9 | 0.629 | 3.3 | 0.6 | 0.31 | 0.38 | 0.51 | 1.62 | 4.2
MonteMorris | 3 | 8.7 | 1.3 | 2.0 | 0.667 | 0 | 0.3 | 0.0 | 0.7 | 0.7 | 1.0 | 0.7 | 2.3 | 1 | 0 | 0.33 | 0.33 | 3.3
WillBarton | 81 | 33.0 | 5.7 | 12.7 | 0.452 | 1.9 | 5.2 | 0.369 | 2.2 | 2.8 | 0.805 | 5.1 | 4.1 | 1 | 0.63 | 1.83 | 2.07 | 15.7
MichaelPorter | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
JarredVanderbilt | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
ThomasWelsh | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
BrandonKnight | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
TysonChandler | 46 | 24.9 | 2.6 | 4.1 | 0.647 | 0 | 0 | 0.0 | 1.3 | 2.0 | 0.624 | 9.1 | 1.2 | 0.35 | 0.59 | 1.28 | 2.30 | 6.5
JaredDudley | 48 | 14.2 | 1 | 2.5 | 0.39299999999999996 | 0.6 | 1.7 | 0.36200000000000004 | 0.6 | 0.7 | 0.7709999999999999 | 1.9 | 1.6 | 0.52 | 0.21 | 0.58 | 1.77 | 3.2
JoshJackson | 77 | 25.3 | 5.1 | 12.1 | 0.41700000000000004 | 0.7 | 2.8 | 0.263 | 2.3 | 3.6 | 0.634 | 4.6 | 1.6 | 1.04 | 0.45 | 1.90 | 2.83 | 13.1
DraganBender | 82 | 25.1 | 2.3 | 5.9 | 0.386 | 1.4 | 3.9 | 0.366 | 0.5 | 0.6 | 0.765 | 4.4 | 1.6 | 0.27 | 0.65 | 1.38 | 2.02 | 6.5
TroyDaniels | 79 | 20.4 | 2.9 | 7.3 | 0.40299999999999997 | 2.3 | 5.8 | 0.4 | 0.7 | 0.8 | 0.875 | 1.6 | 0.6 | 0.33 | 0.06 | 0.71 | 1.73 | 8.9
TJTJWarren | 65 | 32.8 | 8.1 | 16.3 | 0.499 | 0.3 | 1.4 | 0.222 | 3.0 | 3.9 | 0.757 | 5.1 | 1.3 | 1 | 0.63 | 1.29 | 2.29 | 19.6
MarqueseChriss | 72 | 21.1 | 2.8 | 6.6 | 0.423 | 0.8 | 2.6 | 0.295 | 1.3 | 2.2 | 0.608 | 5.5 | 1.2 | 0.72 | 0.97 | 1.49 | 2.85 | 7.7
DevinBooker | 54 | 34.4 | 8.4 | 19.5 | 0.43200000000000005 | 2.7 | 7.1 | 0.38299999999999995 | 5.4 | 6.1 | 0.878 | 4.5 | 4.7 | 0.87 | 0.26 | 3.59 | 3.11 | 24.9
DavonReed | 21 | 11.5 | 1.0 | 3.6 | 0.289 | 0.5 | 1.8 | 0.289 | 0.4 | 0.6 | 0.667 | 1.9 | 0.6 | 0.48 | 0.10 | 0.48 | 0.81 | 3.0
DanuelHouse | 23 | 17.5 | 2.4 | 5.6 | 0.434 | 0.7 | 2.5 | 0.259 | 1.1 | 1.3 | 0.8059999999999999 | 3.3 | 1.1 | 0.30 | 0.26 | 0.48 | 1 | 6.6
AlecPeters | 20 | 11.1 | 1.4 | 3.7 | 0.37799999999999995 | 0.9 | 2.9 | 0.31 | 0.4 | 0.5 | 0.8 | 1.9 | 0.6 | 0.10 | 0.10 | 0.20 | 0.65 | 4.1
TrevorAriza | 67 | 33.7 | 4.0 | 9.7 | 0.41200000000000003 | 2.5 | 6.9 | 0.368 | 1.1 | 1.3 | 0.8540000000000001 | 4.4 | 1.6 | 1.46 | 0.19 | 0.81 | 1.97 | 11.7
